Enterprise,OrgName,Project,Collection,InfraId,Repository,Type
Client X,Org B,Project 26,Collection 3598,52742,Repo 1385,Subversion
Client X,Org B,Project 26,Collection 3618,42174,Repo 1399,Subversion
Client X,Org B,Project 26,Collection 3618,44588,Repo 6793,Jira
Client X,Org B,Project 26,Collection 3818,84400,Repo 4021,Subversion
Client X,Org B,Project 26,Collection 3865,84410,Repo 4039,Subversion
Client X,Org B,Project 26,Collection 3920,42339,Repo 1632,Subversion
Client X,Org B,Project 26,Collection 3920,44753,Repo 6963,Jira
Client X,Org B,Project 26,Collection 4111,42431,Repo 1745,Subversion
Client X,Org B,Project 26,Collection 4111,44845,Repo 7049,Jira
Client X,Org B,Project 26,Collection 4513,53193,Repo 1997,Subversion
Client X,Org B,Project 26,Collection 4938,42747,Repo 2155,Subversion
Client X,Org B,Project 26,Collection 4938,45161,Repo 7368,Jira
Client X,Org B,Project 26,Collection 5567,43112,Repo 2583,Subversion
Client X,Org B,Project 26,Collection 5567,45526,Repo 7683,Jira
Client X,Org B,Project 240,Collection 3448,52659,Repo 1280,Subversion
Client X,Org B,Project 240,Collection 3449,52660,Repo 1281,Subversion
Client X,Org B,Project 240,Collection 3453,52663,Repo 1286,Subversion
Client X,Org B,Project 240,Collection 3455,52664,Repo 1287,Subversion
Client X,Org B,Project 240,Collection 3596,52740,Repo 1383,Subversion
Client X,Org B,Project 241,Collection 3614,52751,Repo 1395,Subversion
Client X,Org B,Project 242,Collection 2320,41451,Repo 475,Subversion
Client X,Org B,Project 242,Collection 2320,43865,Repo 6056,Jira
Client X,Org B,Project 27,Collection 930,79605,Repo 4036,Subversion
Client X,Org B,Project 27,Collection 4346,84621,Repo 4368,Subversion
Client X,Org B,Project 27,Collection 4351,84630,Repo 4372,Subversion
Client X,Org B,Project 27,Collection 4926,64277,Repo 4803,Subversion
Client X,Org B,Project 243,Collection 2018,83699,Repo 2961,Subversion
Client X,Org B,Project 244,Collection 4460,42598,Repo 1965,Subversion
Client X,Org B,Project 244,Collection 4460,45012,Repo 7222,Jira
Client X,Org B,Project 245,Collection 2233,52138,Repo 414,Subversion
Client X,Org B,Project 245,Collection 5529,53693,Repo 2564,Subversion
Client X,Org B,Project 246,Collection 5026,84837,Repo 4884,Subversion
Client X,Org B,Project 247,Collection 1620,41095,Repo 15,Subversion
Client X,Org B,Project 247,Collection 1620,43509,Repo 5697,Jira
Client X,Org B,Project 248,Collection 4419,53137,Repo 4407,Subversion
Client X,Org B,Project 249,Collection 1690,51867,Repo 79,Subversion
Client X,Org B,Project 249,Collection 5274,42976,Repo 2405,Subversion
Client X,Org B,Project 249,Collection 5274,45390,Repo 7559,Jira
Client X,Org B,Project 249,Collection 5583,53720,Repo 2594,Subversion
Client X,Org B,Project 28,Collection 1661,51856,Repo 58,Subversion
Client X,Org B,Project 28,Collection 1700,51873,Repo 84,Subversion
Client X,Org B,Project 28,Collection 863,42215,Repo 1457,Subversion
Client X,Org B,Project 28,Collection 863,44629,Repo 6829,Jira
Client X,Org B,Project 250,Collection 5365,53599,Repo 2452,Subversion
Client X,Org B,Project 251,Collection 5362,43017,Repo 2448,Subversion
Client X,Org B,Project 251,Collection 5362,45431,Repo 7590,Jira
Client X,Org B,Project 252,Collection 4949,42755,Repo 2161,Subversion
Client X,Org B,Project 252,Collection 4949,45169,Repo 7371,Jira
Client X,Org B,Project 29,Collection 1577,43488,Repo 5679,Subversion
Client X,Org B,Project 29,Collection 1577,45902,Repo 7717,Jira
Client X,Org B,Project 253,Collection 2315,52158,Repo 471,Subversion
Client X,Org B,Project 253,Collection 2321,83810,Repo 3151,Subversion
Client X,Org B,Project 253,Collection 4345,84619,Repo 4367,Subversion
Client X,Org B,Project 254,Collection 3419,52638,Repo 1246,Subversion
Client X,Org B,Project 254,Collection 5496,43085,Repo 2544,Subversion
Client X,Org B,Project 254,Collection 5496,45499,Repo 7658,Jira
Client X,Org B,Project 255,Collection 1800,51916,Repo 140,Subversion
Client X,Org B,Project 255,Collection 1801,51917,Repo 139,Subversion
Client X,Org B,Project 255,Collection 2494,52228,Repo 566,Subversion
Client X,Org B,Project 255,Collection 2557,52249,Repo 599,Subversion
Client X,Org B,Project 255,Collection 3707,52801,Repo 1469,Subversion
Client X,Org B,Project 255,Collection 4438,53148,Repo 1943,Subversion
Client X,Org B,Project 255,Collection 5059,53414,Repo 2224,Subversion
Client X,Org B,Project 255,Collection 5216,53505,Repo 2360,Subversion
Client X,Org B,Project 255,Collection 5361,53598,Repo 2447,Subversion
Client X,Org B,Project 256,Collection 3532,52701,Repo 3885,Subversion
Client X,Org C,Project 257,Collection 3668,84360,Repo 3956,Subversion
Client X,Org C,Project 258,Collection 2296,83796,Repo 3137,Subversion
Client X,Org C,Project 258,Collection 2297,83797,Repo 3138,Subversion
Client X,Org C,Project 258,Collection 2298,83799,Repo 3140,Subversion
Client X,Org C,Project 258,Collection 2299,83800,Repo 3141,Subversion
Client X,Org C,Project 258,Collection 2301,83802,Repo 3143,Subversion
Client X,Org C,Project 258,Collection 5584,85044,Repo 5222,Subversion
Client X,Org C,Project 259,Collection 3131,84145,Repo 3621,Subversion
Client X,Org C,Project 260,Collection 2226,63830,Repo 3092,Subversion
Client X,Org C,Project 261,Collection 2371,52186,Repo 3196,Subversion
Client X,Org C,Project 262,Collection 2413,52203,Repo 513,Subversion
Client X,Org C,Project 262,Collection 4265,64003,Repo 4317,Subversion
Client X,Org C,Project 30,Collection 14,83539,Repo 2696,Subversion
Client X,Org C,Project 30,Collection 2079,83726,Repo 3000,Subversion
Client X,Org C,Project 30,Collection 2115,83744,Repo 3036,Subversion
Client X,Org C,Project 30,Collection 2680,84042,Repo 3417,Subversion
Client X,Org C,Project 30,Collection 2806,84067,Repo 3467,Subversion
Client X,Org C,Project 30,Collection 2809,84068,Repo 3468,Subversion
Client X,Org C,Project 30,Collection 3045,84107,Repo 3571,Subversion
Client X,Org C,Project 30,Collection 3049,84113,Repo 3576,Subversion
Client X,Org C,Project 30,Collection 3357,42050,Repo 1214,Subversion
Client X,Org C,Project 30,Collection 3357,44464,Repo 6670,Jira
Client X,Org C,Project 30,Collection 761,84223,Repo 3822,Subversion
Client X,Org C,Project 30,Collection 757,84246,Repo 3817,Subversion
Client X,Org C,Project 30,Collection 798,84279,Repo 3858,Subversion
Client X,Org C,Project 30,Collection 3873,84416,Repo 4051,Subversion
Client X,Org C,Project 30,Collection 960,84434,Repo 4080,Subversion
Client X,Org C,Project 30,Collection 985,84456,Repo 4129,Subversion
Client X,Org C,Project 30,Collection 4013,52969,Repo 1689,Subversion
Client X,Org C,Project 30,Collection 1022,84506,Repo 4204,Subversion
Client X,Org C,Project 30,Collection 4117,84510,Repo 4214,Subversion
Client X,Org C,Project 30,Collection 4132,84514,Repo 4229,Subversion
Client X,Org C,Project 30,Collection 5002,84827,Repo 4869,Subversion
Client X,Org C,Project 30,Collection 5133,84878,Repo 4950,Subversion
Client X,Org C,Project 31,Collection 1775,51904,Repo 2795,Subversion
Client X,Org C,Project 31,Collection 216,52072,Repo 5418,Subversion
Client X,Org C,Project 31,Collection 2204,52128,Repo 5423,Subversion
Client X,Org C,Project 31,Collection 2722,84048,Repo 3436,Subversion
Client X,Org C,Project 31,Collection 3294,52574,Repo 3742,Subversion
Client X,Org C,Project 31,Collection 719,63911,Repo 3743,Subversion
Client X,Org C,Project 31,Collection 3338,52599,Repo 1205,Subversion
Client X,Org C,Project 31,Collection 3410,42074,Repo 1240,Subversion
Client X,Org C,Project 31,Collection 3410,44488,Repo 6688,Jira
Client X,Org C,Project 31,Collection 3405,63922,Repo 3811,Subversion
Client X,Org C,Project 31,Collection 3482,79642,Repo 3857,Subversion
Client X,Org C,Project 31,Collection 910,52862,Repo 1544,Subversion
Client X,Org C,Project 31,Collection 3974,52946,Repo 4119,Subversion
Client X,Org C,Project 31,Collection 980,52947,Repo 5514,Subversion
Client X,Org C,Project 31,Collection 982,52951,Repo 1667,Subversion
Client X,Org C,Project 31,Collection 4046,97289,Repo 4161,Subversion
Client X,Org C,Project 31,Collection 4583,53224,Repo 4512,Subversion
Client X,Org C,Project 31,Collection 4919,79526,Repo 4799,Subversion
Client X,Org C,Project 31,Collection 5082,53429,Repo 2241,Subversion
Client X,Org C,Project 31,Collection 1450,53579,Repo 5040,Subversion
Client X,Org C,Project 31,Collection 1559,79629,Repo 5236,Subversion
Client X,Org C,Project 31,Collection 5630,43140,Repo 2624,Subversion
Client X,Org C,Project 31,Collection 5630,45554,Repo 7711,Jira
Client X,Org C,Project 32,Collection 74,83590,Repo 2779,Subversion
Client X,Org C,Project 32,Collection 1954,83678,Repo 2910,Subversion
Client X,Org C,Project 32,Collection 2400,83851,Repo 3228,Subversion
Client X,Org C,Project 32,Collection 2685,97264,Repo 3420,Subversion
Client X,Org C,Project 32,Collection 454,84044,Repo 3421,Subversion
Client X,Org C,Project 32,Collection 488,84049,Repo 3447,Subversion
Client X,Org C,Project 32,Collection 2766,84050,Repo 3448,Subversion
Client X,Org C,Project 32,Collection 489,84051,Repo 3449,Subversion
Client X,Org C,Project 32,Collection 3017,63879,Repo 3553,Subversion
Client X,Org C,Project 32,Collection 3018,84099,Repo 3554,Subversion
Client X,Org C,Project 32,Collection 3399,63919,Repo 3802,Subversion
Client X,Org C,Project 32,Collection 3400,63920,Repo 3803,Subversion
Client X,Org C,Project 32,Collection 753,84213,Repo 3804,Subversion
Client X,Org C,Project 32,Collection 3407,84214,Repo 3813,Subversion
Client X,Org C,Project 32,Collection 785,84269,Repo 3837,Subversion
Client X,Org C,Project 32,Collection 3454,82595,Repo 3838,Subversion
Client X,Org C,Project 32,Collection 4247,82640,Repo 4307,Subversion
Client X,Org C,Project 32,Collection 5652,85076,Repo 5265,Subversion
Client X,Org C,Project 33,Collection 1682,83561,Repo 2730,Subversion
Client X,Org C,Project 33,Collection 1914,79567,Repo 2888,Subversion
Client X,Org C,Project 33,Collection 252,83773,Repo 3086,Subversion
Client X,Org C,Project 33,Collection 289,83798,Repo 3139,Subversion
Client X,Org C,Project 33,Collection 2300,83801,Repo 3142,Subversion
Client X,Org C,Project 33,Collection 2302,83803,Repo 3144,Subversion
Client X,Org C,Project 33,Collection 2357,53766,Repo 2659,Subversion
Client X,Org C,Project 33,Collection 3132,84146,Repo 3622,Subversion
Client X,Org C,Project 33,Collection 3969,84450,Repo 4116,Subversion
Client X,Org C,Project 34,Collection 1670,79408,Repo 2724,Subversion
Client X,Org C,Project 34,Collection 1695,64131,Repo 2739,Subversion
Client X,Org C,Project 34,Collection 79,51905,Repo 126,Subversion
Client X,Org C,Project 34,Collection 1937,51973,Repo 209,Subversion
Client X,Org C,Project 34,Collection 2026,79308,Repo 2964,Subversion
Client X,Org C,Project 34,Collection 2033,64153,Repo 2967,Subversion
Client X,Org C,Project 34,Collection 172,63814,Repo 2970,Subversion
Client X,Org C,Project 34,Collection 2034,83709,Repo 2971,Subversion
Client X,Org C,Project 34,Collection 174,82524,Repo 2974,Subversion
Client X,Org C,Project 34,Collection 2164,54662,Repo 3057,Subversion
Client X,Org C,Project 34,Collection 2202,63827,Repo 2658,Subversion
Client X,Org C,Project 34,Collection 2271,82545,Repo 3125,Subversion
Client X,Org C,Project 34,Collection 2273,83791,Repo 3127,Subversion
Client X,Org C,Project 34,Collection 292,41449,Repo 467,Subversion
Client X,Org C,Project 34,Collection 292,43863,Repo 6053,Jira
Client X,Org C,Project 34,Collection 2311,52154,Repo 468,Subversion
Client X,Org C,Project 34,Collection 2312,52155,Repo 469,Subversion
Client X,Org C,Project 34,Collection 2369,52185,Repo 5433,Subversion
Client X,Org C,Project 34,Collection 2411,52200,Repo 5437,Subversion
Client X,Org C,Project 34,Collection 336,52204,Repo 514,Subversion
Client X,Org C,Project 34,Collection 490,52332,Repo 763,Subversion
Client X,Org C,Project 34,Collection 2926,63872,Repo 3501,Subversion
Client X,Org C,Project 34,Collection 3200,52522,Repo 1098,Subversion
Client X,Org C,Project 34,Collection 3201,52523,Repo 1099,Subversion
Client X,Org C,Project 34,Collection 678,52539,Repo 5478,Subversion
Client X,Org C,Project 34,Collection 687,84176,Repo 3711,Subversion
Client X,Org C,Project 34,Collection 688,52548,Repo 3713,Subversion
Client X,Org C,Project 34,Collection 699,84178,Repo 3723,Subversion
Client X,Org C,Project 34,Collection 3311,97486,Repo 3752,Subversion
Client X,Org C,Project 34,Collection 3376,52622,Repo 3789,Subversion
Client X,Org C,Project 34,Collection 760,52635,Repo 1244,Subversion
Client X,Org C,Project 34,Collection 3416,64216,Repo 3821,Subversion
Client X,Org C,Project 34,Collection 764,42073,Repo 1247,Subversion
Client X,Org C,Project 34,Collection 764,44487,Repo 6692,Jira
Client X,Org C,Project 34,Collection 3412,63923,Repo 3818,Subversion
Client X,Org C,Project 34,Collection 3439,52653,Repo 1272,Subversion
Client X,Org C,Project 34,Collection 860,82610,Repo 3965,Subversion
Client X,Org C,Project 34,Collection 3754,43360,Repo 5503,Subversion
Client X,Org C,Project 34,Collection 3754,45774,Repo 6868,Jira
Client X,Org C,Project 34,Collection 983,82622,Repo 4123,Subversion
Client X,Org C,Project 34,Collection 3988,84454,Repo 4127,Subversion
Client X,Org C,Project 34,Collection 3989,84455,Repo 4128,Subversion
Client X,Org C,Project 34,Collection 4184,53040,Repo 1790,Subversion
Client X,Org C,Project 34,Collection 1057,82634,Repo 4262,Subversion
Client X,Org C,Project 34,Collection 1112,84616,Repo 4364,Subversion
Client X,Org C,Project 34,Collection 1113,84617,Repo 4365,Subversion
Client X,Org C,Project 34,Collection 4963,53783,Repo 4822,Subversion
Client X,Org C,Project 34,Collection 4964,84815,Repo 4824,Subversion
Client X,Org C,Project 34,Collection 5250,54743,Repo 4995,Subversion
Client X,Org C,Project 34,Collection 5326,82678,Repo 5046,Subversion
Client X,Org C,Project 34,Collection 5368,43022,Repo 2455,Subversion
Client X,Org C,Project 34,Collection 5368,45436,Repo 7595,Jira
Client X,Org C,Project 34,Collection 5424,64111,Repo 2670,Subversion
Client X,Org C,Project 34,Collection 1471,53629,Repo 5114,Subversion
Client X,Org C,Project 34,Collection 1515,82687,Repo 5146,Subversion
Client X,Org C,Project 34,Collection 1516,64313,Repo 5147,Subversion
Client X,Org C,Project 34,Collection 1517,53668,Repo 5148,Subversion
Client X,Org C,Project 34,Collection 1518,64113,Repo 5149,Subversion
Client X,Org C,Project 34,Collection 1519,53670,Repo 5150,Subversion
Client X,Org C,Project 34,Collection 1521,53672,Repo 5151,Subversion
Client X,Org C,Project 34,Collection 5492,64314,Repo 5153,Subversion
Client X,Org C,Project 34,Collection 5493,64315,Repo 5154,Subversion
Client X,Org C,Project 34,Collection 5494,64316,Repo 5155,Subversion
Client X,Org C,Project 34,Collection 1523,43086,Repo 2549,Subversion
Client X,Org C,Project 34,Collection 1523,45500,Repo 7659,Jira
Client X,Org C,Project 34,Collection 1524,79626,Repo 5163,Subversion
Client X,Org C,Project 34,Collection 5511,64317,Repo 5171,Subversion
Client X,Org C,Project 35,Collection 50,83556,Repo 2729,Subversion
Client X,Org C,Project 35,Collection 1780,83598,Repo 2799,Subversion
Client X,Org C,Project 35,Collection 1846,83624,Repo 2844,Subversion
Client X,Org C,Project 35,Collection 1948,51985,Repo 213,Subversion
Client X,Org C,Project 35,Collection 170,83707,Repo 2968,Subversion
Client X,Org C,Project 35,Collection 171,83708,Repo 2969,Subversion
Client X,Org C,Project 35,Collection 173,52037,Repo 279,Subversion
Client X,Org C,Project 35,Collection 175,83710,Repo 2975,Subversion
Client X,Org C,Project 35,Collection 176,83711,Repo 2976,Subversion
Client X,Org C,Project 35,Collection 177,83712,Repo 2977,Subversion
Client X,Org C,Project 35,Collection 178,97473,Repo 2978,Subversion
Client X,Org C,Project 35,Collection 2037,97256,Repo 2979,Subversion
Client X,Org C,Project 35,Collection 219,83746,Repo 3038,Subversion
Client X,Org C,Project 35,Collection 2118,63819,Repo 3039,Subversion
Client X,Org C,Project 35,Collection 229,83754,Repo 3048,Subversion
Client X,Org C,Project 35,Collection 2162,53765,Repo 2657,Subversion
Client X,Org C,Project 35,Collection 2195,83768,Repo 3078,Subversion
Client X,Org C,Project 35,Collection 249,83771,Repo 3080,Subversion
Client X,Org C,Project 35,Collection 2207,83772,Repo 3083,Subversion
Client X,Org C,Project 35,Collection 315,83830,Repo 3195,Subversion
Client X,Org C,Project 35,Collection 2398,83850,Repo 3227,Subversion
Client X,Org C,Project 35,Collection 335,83856,Repo 3235,Subversion
Client X,Org C,Project 35,Collection 2414,79318,Repo 3236,Subversion
Client X,Org C,Project 35,Collection 363,83875,Repo 3273,Subversion
Client X,Org C,Project 35,Collection 2583,83946,Repo 3340,Subversion
Client X,Org C,Project 35,Collection 393,83952,Repo 3350,Subversion
Client X,Org C,Project 35,Collection 396,83957,Repo 3355,Subversion
Client X,Org C,Project 35,Collection 2611,83963,Repo 3364,Subversion
Client X,Org C,Project 35,Collection 2612,83964,Repo 3365,Subversion
Client X,Org C,Project 35,Collection 2626,84010,Repo 3388,Subversion
Client X,Org C,Project 35,Collection 440,84021,Repo 3403,Subversion
Client X,Org C,Project 35,Collection 573,84088,Repo 3536,Subversion
